i	ID	dateofDecision	senateNumber	chamberNumberCitation	chamberNumberText	judgesFromText_raw	judgesFromText	judgesFromCitation	Anordnung	link
3493	3492	1BvR329/04	25.04.2006	1	2	2	 die Richterin Haas die Richter Hömig Bryde  	Haas, Hömig, Bryde	Haas, Hömig, Bryde	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/04/rk20060425_1bvr032904.html;jsessionid=509A5631E1AB873511A5D5EE9AB44D75.2_cid394
3494	3493	2BvR733/08	09.05.2008	2	2	2	 die Richter Di Fabio Gerhardt Landau  	Di Fabio, Gerhardt, Landau	DiFabio, Gerhardt, Landau	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/05/rk20080509_2bvr073308.html;jsessionid=BEE84988AAEC4884ACE284D5134441E8.2_cid383
3495	3494	2BvR1707/02	09.10.2003	2	3	NA	 den Vizepräsidenten Hassemer die Richterin Osterloh den Richter Mellinghoff  	Hassemer, Osterloh, Mellinghoff	Hassemer, Osterloh, Mellinghoff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/10/rk20031009_2bvr170702.html;jsessionid=39C9A51AE2D9D53079343B3933740E31.2_cid393
3496	3495	1BvR2114/97	06.04.1998	1	NA	1	 Vizepräsidenten Papier die Richter Grimm Hömig  	Papier, Grimm, Hömig	Papier, Grimm, Hömig	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/04/rk19980406_1bvr211497.html;jsessionid=DDF90A18386DC79434EAE82538563D3D.2_cid370
3497	3496	2BvR1565/11	20.06.2012	2	1	1	 den Präsidenten Voßkuhle die Richter Gerhardt Landau  	Voßkuhle, Gerhardt, Landau	Voßkuhle, Gerhardt, Landau	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/06/rk20120620_2bvr156511.html;jsessionid=8931E03B628BFF00F4D82799FF13266D.2_cid392
3498	3497	1BvR1298/941BvR1299/941BvR1332/951BvR613/97	13.07.2004	1	NA	NA	 des Präsidenten Papier der Richterinnen Jaeger Haas der Richter Hömig Steiner der Richterin Hohmann-Dennhardt der Richter Hoffmann-Riem Bryde  	Papier, Jaeger, Haas, Hömig, Steiner, Hohmann-Dennhardt, Hoffmann-Riem, Bryde	Papier, Jaeger, Haas, Hömig, Steiner, Hohmann-Dennhardt, Hoffmann-Riem, Bryde	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2004/07/rs20040713_1bvr129894.html;jsessionid=47019BA50C43CD2127BFE18D256096A0.2_cid393
3499	3498	2BvR1087/99	23.06.1999	2	3	3	 Präsidentin Limbach die Richter Kirchhof Jentsch  	Limbach, Kirchhof, Jentsch	Limbach, Kirchhof, Jentsch	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/06/rk19990623_2bvr108799.html;jsessionid=0FE39A7E9DEC5C88EB947CC11FF749CE.2_cid383
3500	3499	2BvR1589/05	09.05.2006	2	1	NA	 den Vizepräsidenten Hassemer die Richter Di Fabio Landau  	Hassemer, Di Fabio, Landau	Hassemer, DiFabio, Landau	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/05/rk20060509_2bvr158905.html;jsessionid=AAB427B8027D169F85C4A015511C0733.2_cid370
3501	3500	1BvQ13/01	24.03.2001	1	1	1	 den Vizepräsidenten Papier die Richter Steiner Hoffmann-Riem  	Papier, Steiner, Hoffmann-Riem	Papier, Steiner, Hoffmann-Riem	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/03/qk20010324_1bvq001301.html;jsessionid=78FB85A11981309AB635AF94388C7A8E.2_cid394
3502	3501	2BvR497/03	17.07.2003	2	3	NA	 den Vizepräsidenten Hassemer die Richterin Osterloh den Richter Mellinghoff  	Hassemer, Osterloh, Mellinghoff	Hassemer, Osterloh, Mellinghoff	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/07/rk20030717_2bvr049703.html;jsessionid=FED6FCAA5A87E285485DE03740831798.2_cid393
3503	3502	1BvR972/04	20.04.2005	1	3	3	 den Präsidenten Papier die Richter Steiner Gaier  	Papier, Steiner, Gaier	Papier, Steiner, Gaier	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2005/04/rk20050420_1bvr097204.html;jsessionid=D1B683367165CF810A2784D9EB8E99DD.2_cid394
3504	3503	2BvQ44/06	14.08.2006	2	2	NA	 den Richter Broß die Richterin Lübbe-Wolff den Richter Gerhardt  	Broß, Lübbe-Wolff, Gerhardt	Broß, Lübbe-Wolff, Gerhardt	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/08/qk20060814_2bvq004406.html;jsessionid=CCDF1FAB41601716C6F38D18973F0A22.2_cid393
3505	3504	1BvR1060/021BvR1139/03	24.05.2006	1	1	NA	 den Präsidenten Papier die Richterin Hohmann-Dennhardt den Richter Hoffmann-Riem  	Papier, Hohmann-Dennhardt, Hoffmann-Riem	Papier, Hohmann-Dennhardt, Hoffmann-Riem	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/05/rk20060524_1bvr106002.html;jsessionid=7878FDF26DB470C02C114424902F5A4B.2_cid392
3506	3505	1BvR1318/86	18.02.1998	1	NA	NA	 Vizepräsidenten Seidl der Richter Grimm Kühling der Richterinnen Jaeger Haas der Richter Hömig Steiner  	Seidl, Grimm, Kühling, Jaeger, Haas, Hömig, Steiner	Seidl, Grimm, Kühling, Jaeger, Haas, Hömig, , Steiner, 	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/02/rs19980218_1bvr131886.html;jsessionid=C7358214ECF1A4862E08519A560CEC26.2_cid393
3507	3506	1BvR1043/00	03.07.2001	1	1	1	 den Vizepräsidenten Papier die Richter Steiner Hoffmann-Riem  	Papier, Steiner, Hoffmann-Riem	Papier, Steiner, Hoffmann-Riem	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/07/rk20010703_1bvr104300.html;jsessionid=2EFAFFBB7F673D17E93D57141AAF84EB.2_cid383
3508	3507	2BvR496/01	27.01.2004	2	NA	NA	 Vizepräsident Hassemer Jentsch Broß Osterloh Di Fabio Mellinghoff Lübbe-Wolff Gerhardt  	Hassemer, Jentsch, Broß, Osterloh, Di Fabio, Mellinghoff, Lübbe-Wolff, Gerhardt	Hassemer, Jentsch, Broß, Osterloh, DiFabio, Mellinghoff, Lübbe-Wolff, Gerhardt, , Lübbe-Wolff, 	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2004/01/rs20040127_2bvr049601.html;jsessionid=9C8D989302790372E1D87A49D8414477.2_cid361
3509	3508	2BvR158/02	19.02.2002	2	1	1	 Sommer Broß Mellinghoff  	Sommer, Broß, Mellinghoff	Sommer, Broß, Mellinghoff	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/02/rk20020219_2bvr015802.html;jsessionid=348A165B83F1652014BEE798C6AB3E2F.2_cid370
3510	3509	1BvR1571/00	12.12.2001	1	2	2	 die Richterin Jaeger die Richter Hömig Bryde  	Jaeger, Hömig, Bryde	Jaeger, Hömig, Bryde	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/12/rk20011212_1bvr157100.html;jsessionid=DD0D3CB5C4C3A97B8A80DA6F13E88791.2_cid392
3511	3510	1BvR939/05	10.01.2006	1	2	2	 die Richterin Haas die Richter Hömig Bryde  	Haas, Hömig, Bryde	Haas, Hömig, Bryde	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/01/rk20060110_1bvr093905.html;jsessionid=17C06F891C077DA7931653949BBBAF9E.2_cid361
3512	3511	2BvR723/99	29.05.2002	2	1	1	 die Richter Sommer Di Fabio die Richterin Lübbe-Wolff  	Sommer, Di Fabio, Lübbe-Wolff	Sommer, DiFabio, Lübbe-Wolff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/05/rk20020529_2bvr072399.html;jsessionid=7BD368DADBB9F0F3BEEDA1BB10D2717E.2_cid393
3513	3512	1BvR160/14	24.03.2014	1	1	1	 den Vizepräsidenten Kirchhof den Richter Eichberger die Richterin Britz  	Kirchhof, Eichberger, Britz	Kirchhof, Eichberger, Britz	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2014/03/rk20140324_1bvr016014.html;jsessionid=945691B1D5D0A994D1FA377C1C7285A1.2_cid383
3514	3513	2BvR1496/01	14.04.2004	2	3	NA	 den Vizepräsidenten Hassemer die Richterin Osterloh den Richter Mellinghoff  	Hassemer, Osterloh, Mellinghoff	Hassemer, Osterloh, Mellinghoff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2004/04/rk20040414_2bvr149601.html;jsessionid=9E6829F4FC5436EB800833982DFC4A87.2_cid392
3515	3514	2BvR1458/03	03.07.2006	2	1	NA	 den Vizepräsidenten Hassemer die Richter Di Fabio Landau  	Hassemer, Di Fabio, Landau	Hassemer, DiFabio, Landau	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/07/rk20060703_2bvr145803.html;jsessionid=4473BF7B60028541E2D5521F79900042.2_cid394
3516	3515	2BvR176/12	12.08.2014	2	1	1	 den Präsidenten Voßkuhle   den Richter Landau   die Richterin Hermanns  	Voßkuhle, Landau, Hermanns	Voßkuhle, Landau, Hermanns	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2014/08/rk20140812_2bvr017612.html;jsessionid=1EA74CE209CCBCB21683A9D225F07ED6.2_cid392
3517	3516	1BvR1412/971BvQ14/02	23.04.2002	1	NA	NA	 des Präsidenten Papier der Richterinnen Jaeger Haas der Richter Hömig Steiner der Richterin Hohmann-Dennhardt der Richter Hoffmann-Riem Bryde  	Papier, Jaeger, Haas, Hömig, Steiner, Hohmann-Dennhardt, Hoffmann-Riem, Bryde	Papier, Jaeger, Haas, Hömig, Steiner, Hohmann-Dennhardt, Hoffmann-Riem, Bryde	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/04/rs20020423_1bvr141297.html;jsessionid=D82BA92D67E120C60DABF45EE1580AA1.2_cid392
3518	3517	1BvR434/98	03.07.1998	1	1	1	 Vizepräsidenten Papier die Richter Grimm Hömig  	Papier, Grimm, Hömig	Papier, Grimm, Hömig	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/07/rk19980703_1bvr043498.html;jsessionid=F12AC20374B5AEEF7A3F62CBD168BFA0.2_cid370
3519	3518	2BvQ31/022BvR909/02	20.06.2002	2	3	NA	 den Richter Sommer die Richterin Osterloh den Richter Mellinghoff  	Sommer, Osterloh, Mellinghoff	Sommer, Osterloh, Mellinghoff	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/06/qk20020620_2bvq003102.html;jsessionid=81488CACDF83D350EC28126667CAF0CD.2_cid361
3520	3519	2BvR2883/10	21.06.2012	2	1	1	 den Präsidenten Voßkuhle die Richter Gerhardt Landau  	Voßkuhle, Gerhardt, Landau	Voßkuhle, Gerhardt, Landau	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/06/rk20120621_2bvr288310.html;jsessionid=8931E03B628BFF00F4D82799FF13266D.2_cid392
3521	3520	2BvR357/02	26.03.2002	2	3	3	 die Richterin Präsidentin Limbach die Richter Hassemer Mellinghoff  	Limbach, Hassemer, Mellinghoff	Limbach, Hassemer, Mellinghoff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/03/rk20020326_2bvr035702.html;jsessionid=93733B71A4C048FDC4BD8DBCDB090A82.2_cid392
3522	3521	1BvR3405/08	23.04.2009	1	2	2	 die Richterin Hohmann Gaier-Dennhardt die Richter Kirchhof  	Gaier, Hohmann-Dennhardt, Kirchhof	Hohmann-Dennhardt, Gaier, Kirchhof	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/04/rk20090423_1bvr340508.html;jsessionid=C26C1EC7F93BD21D4024DF0CED9319A7.2_cid393
3523	3522	1BvR2736/08	23.02.2010	1	3	3	 den Präsidenten Papier die Richter Bryde Schluckebier  	Papier, Bryde, Schluckebier	Papier, Bryde, Schluckebier	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/02/rk20100223_1bvr273608.html;jsessionid=93304C762381EB18302CC230323A4253.2_cid361
3524	3523	1BvR901/11	25.10.2012	1	1	1	 den Vizepräsidenten Kirchhof die Richter Eichberger Masing  	Kirchhof, Eichberger, Masing	Kirchhof, Eichberger, Masing	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/10/rk20121025_1bvr090111.html;jsessionid=C0B4D891E8D5B720C70F71155F03509C.2_cid393
3525	3524	2BvR176/11	03.03.2011	2	3	3	 den Richter Mellinghoff die Richterin Lübbe-Wolff den Richter Huber  	Mellinghoff, Lübbe-Wolff, Huber	Mellinghoff, Lübbe-Wolff, Huber	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2011/03/rk20110303_2bvr017611.html;jsessionid=6072AFC7038BCEF9AB27948B90B3AA54.2_cid392
3526	3525	2BvC21/96	14.01.1998	2	NA	NA	 Präsidentin Limbach Graßhof Kruis Kirchhof Winter Sommer Jentsch Hassemer  	Limbach, Graßhof, Kruis, Kirchhof, Winter, Sommer, Jentsch, Hassemer	Limbach, Graßhof, Kruis, Kirchhof, Winter, Sommer, Jentsch, Hassemer, 	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/01/cs19980114_2bvc002196.html;jsessionid=42C060C44CA609CAF1327AAF2C061D84.2_cid394
3527	3526	1BvR2995/061BvR740/07	07.10.2008	1	2	2	 die Richterin Hohmann-Dennhardt die Richter Gaier Kirchhof  	Hohmann-Dennhardt, Gaier, Kirchhof	Hohmann-Dennhardt, Gaier, Kirchhof	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/10/rk20081007_1bvr299506.html;jsessionid=17D83EBA7D3F286E03D69B82957DCE54.2_cid370
3528	3527	1BvR13/02	18.02.2002	1	2	2	 die Richterin Jaeger die Richter Hömig Bryde  	Jaeger, Hömig, Bryde	Jaeger, Hömig, Bryde	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/02/rk20020218_1bvr001302.html;jsessionid=22E201A48A7206AA8B7A29241085AFB3.2_cid392
3529	3528	2BvR1555/11	05.10.2011	2	3	3	 den Richter Mellinghoff die Richterin Lübbe-Wolff den Richter Huber  	Mellinghoff, Lübbe-Wolff, Huber	Mellinghoff, Lübbe-Wolff, Huber	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2011/10/rk20111005_2bvr155511.html;jsessionid=5C03CA097DA877A4E52A8F579ADBC0FF.2_cid394
3530	3529	2BvE2/09	18.04.2012	2	NA	NA	 Präsident Voßkuhle   Lübbe-Wolff   Gerhardt   Huber   Hermanns   Kessal-Wulf  	Voßkuhle, Lübbe-Wolff, Gerhardt, Huber, Hermanns, Kessal-Wulf	Voßkuhle, Lübbe-Wolff, Gerhardt, Huber, Hermanns, Kessal-Wulf	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/04/es20120418_2bve000209.html;jsessionid=AD280F8DA5439E47539CBBF725F4103D.2_cid361
3531	3530	2BvR820/11	22.05.2012	2	2	2	 den Richter Gerhardt die Richterin Hermanns den Richter Müller  	Gerhardt, Hermanns, Müller	Gerhardt, Hermanns, Müller	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/05/rk20120522_2bvr082011.html;jsessionid=7E45C2B81A710C34AE8FF71639EE658F.2_cid361
3532	3531	2BvR2064/08	20.10.2010	2	1	1	 die Richterin Osterloh die Richter Mellinghoff Gerhardt  	Osterloh, Mellinghoff, Gerhardt	Osterloh, Mellinghoff, Gerhardt	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/10/rk20101020_2bvr206408.html;jsessionid=4EE2FF66AFD93B004C5821DC5ADF550B.2_cid361
3533	3532	2BvR1855/11	22.10.2011	2	3	3	 den Richter Mellinghoff die Richterin Lübbe-Wolff den Richter Huber  	Mellinghoff, Lübbe-Wolff, Huber	Mellinghoff, Lübbe-Wolff, Huber	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2011/10/rk20111022_2bvr185511.html;jsessionid=5C5888C7B7A3B3553001183E1BA3DE30.2_cid392
3534	3533	1BvR2733/04	03.03.2008	1	1	1	 den Präsidenten Papier die Richter Hoffmann-Riem Eichberger  	Papier, Hoffmann-Riem, Eichberger	Papier, Hoffmann-Riem, Eichberger, 	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/03/rk20080303_1bvr273304.html;jsessionid=DB8970A9C4B6F61CC9D824E5451AA51C.2_cid392
3535	3534	2BvQ18/05	15.06.2005	2	NA	NA	 Vizepräsident Hassemer Jentsch Broß Osterloh Di Fabio Mellinghoff Lübbe-Wolff Gerhardt  	Hassemer, Jentsch, Broß, Osterloh, Di Fabio, Mellinghoff, Lübbe-Wolff, Gerhardt	Hassemer, Jentsch, Broß, Osterloh, DiFabio, Mellinghoff, Lübbe-Wolff, Gerhardt	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2005/06/qs20050615_2bvq001805.html;jsessionid=749817AB5DA48D5C4F9367E367B1AF0F.2_cid383
3536	3535	1BvR3135/07	26.11.2008	1	2	2	 die Richterin Hohmann-Dennhardt die Richter Gaier Kirchhof  	Hohmann-Dennhardt, Gaier, Kirchhof	Hohmann-Dennhardt, Gaier, Kirchhof	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/11/rk20081126_1bvr313507.html;jsessionid=83184D9ED7117BDE5754B0B017743976.2_cid393
3537	3536	1BvR1847/95	24.02.1999	1	1	1	 Vizepräsidenten Papier die Richter Grimm Hömig  	Papier, Grimm, Hömig	Papier, Grimm, Hömig	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/02/rk19990224_1bvr184795.html;jsessionid=4F8E0F3096A680921C7D81FD3A86226D.2_cid392
3538	3537	2BvR697/02	12.06.2002	2	2	NA	 die Richter Jentsch Broß die Richterin Lübbe-Wolff  	Jentsch, Broß, Lübbe-Wolff	Jentsch, Broß, Lübbe-Wolff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/06/rk20020612_2bvr069702.html;jsessionid=2772AB319472F1D3E51EE6AFB666256B.2_cid370
3539	3538	2BvR1661/03	03.12.2003	2	3	NA	 den Vizepräsidenten Hassemer die Richterin Osterloh den Richter Mellinghoff  	Hassemer, Osterloh, Mellinghoff	Hassemer, Osterloh, Mellinghoff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/12/rk20031203_2bvr166103.html;jsessionid=8FA811748426049B281FACC5B13D5EBE.2_cid370
3540	3539	1BvR612/10	07.04.2010	1	3	3	 den Vizepräsidenten Kirchhof die Richter Bryde Schluckebier  	Kirchhof, Bryde, Schluckebier	Kirchhof, Bryde, Schluckebier	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/04/rk20100407_1bvr061210.html;jsessionid=E517F233EF4BCC8F3F428EB4B2B224FC.2_cid370
3541	3540	1BvQ9/02	29.03.2002	1	1	1	 den Richter Steiner die Richterin Hohmann-Dennhardt den Richter Hoffmann-Riem  	Steiner, Hohmann-Dennhardt, Hoffmann-Riem	Steiner, Hohmann-Dennhardt, Hoffmann-Riem	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/03/qk20020329_1bvq000902.html;jsessionid=E7AD348F4055B6AF296AA939709223DE.2_cid361
3542	3541	1BvR514/00	09.08.2000	1	2	2	 Richter Kühling die Richterin Jaeger den Richter Hömig  	Kühling, Jaeger, Hömig	Kühling, Jaeger, Hömig	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/08/rk20000809_1bvr051400.html;jsessionid=4D68FBB1C51606FAEFBD40E8E0BCE933.2_cid394
3543	3542	1BvR456/95	23.02.2000	1	1	1	 Vizepräsidenten Papier die Richter Steiner Hoffmann-Riem  	Papier, Steiner, Hoffmann-Riem	Papier, Steiner, Hoffmann-Riem	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/02/rk20000223_1bvr045695.html;jsessionid=026243500AD4D5250017244CECD2A491.2_cid361
3544	3543	1BvR238/01	03.07.2003	1	NA	NA	 des Präsidenten Papier der Richterinnen Jaeger Haas der Richter Hömig Steiner der Richterin Hohmann-Dennhardt der Richter Hoffmann-Riem Bryde  	Papier, Jaeger, Haas, Hömig, Steiner, Hohmann-Dennhardt, Hoffmann-Riem, Bryde	Papier, Jaeger, Haas, Hömig, Steiner, Hohmann-Dennhardt, Hoffmann-Riem, Bryde	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/07/rs20030703_1bvr023801.html;jsessionid=4D8380ED626DBC8903490266262E2375.2_cid383
3545	3544	1BvQ17/011BvQ18/01	07.04.2001	1	1	1	 Vizepräsidenten Papier die Richter Steiner Hoffmann-Riem  	Papier, Steiner, Hoffmann-Riem	Papier, Steiner, Hoffmann-Riem	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/04/qk20010407_1bvq001701.html;jsessionid=91560C047741D94139EEE82A857BE86E.2_cid383
3546	3545	2BvL3/96	29.03.2000	2	NA	NA	 Präsidentin Limbach der Richter Sommer Jentsch Hassemer Broß der Richterin Osterloh des Richters Di Fabio  	Limbach, Sommer, Jentsch, Hassemer, Broß, Osterloh, Di Fabio	Limbach, Sommer, Jentsch, Hassemer, Osterloh, DiFabio	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/03/ls20000329_2bvl000396.html;jsessionid=C1D7AE49A64C1D7B614FF6025FD0F70D.2_cid383
3547	3546	2BvR1163/06	11.07.2006	2	1	1	 den Vizepräsidenten Hassemer die Richter Di Fabio Landau  	Hassemer, Di Fabio, Landau	Hassemer, DiFabio, Landau	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/07/rk20060711_2bvr116306.html;jsessionid=0ACA0B4BA9BC326B8E992B364F7741A6.2_cid393
3548	3547	1BvR620/07	15.03.2007	1	1	NA	 den Präsidenten Papier die Richterin Hohmann-Dennhardt den Richter Hoffmann-Riem  	Papier, Hohmann-Dennhardt, Hoffmann-Riem	Papier, Hohmann-Dennhardt, Hoffmann-Riem	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2007/03/rk20070315_1bvr062007.html;jsessionid=5DC23230CE81D8850146F89A53CECA08.2_cid370
3549	3548	1BvR2007/05	11.09.2008	1	2	2	 die Richterin Hohmann-Dennhardt die Richter Gaier Kirchhof  	Hohmann-Dennhardt, Gaier, Kirchhof	Hohmann-Dennhardt, Gaier, Kirchhof	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/09/rk20080911_1bvr200705.html;jsessionid=107B4CB50943429721D9E94C1D1FB8B4.2_cid370
3550	3549	2BvR1514/01	11.10.2001	2	3	3	 die Richterin Präsidentin Limbach die Richter Hassemer Mellinghoff  	Limbach, Hassemer, Mellinghoff	Limbach, Hassemer, Mellinghoff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/10/rk20011011_2bvr151401.html;jsessionid=8A7EF691B455FE1DCA7920440CF41733.2_cid383
3551	3550	1BvR2114/02	04.06.2003	1	3	3	 den Präsidenten Papier den Richter Steiner die Richterin Hohmann-Dennhardt  	Papier, Steiner, Hohmann-Dennhardt	Papier, Steiner, Hohmann-Dennhardt	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/06/rk20030604_1bvr211402.html;jsessionid=20E841E8E800DF1C20E913A02964220F.2_cid361
3552	3551	2BvR1328/96	26.05.1998	2	1	1	 Richter Sommer Jentsch Hassemer  	Sommer, Jentsch, Hassemer	Hassemer, Sommer, Jentsch	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/05/rk19980526_2bvr132896.html;jsessionid=EFE7433ECAE7D249DEEAD8C24D74499E.2_cid392
3553	3552	2BvR2343/14	14.10.2014	2	3	3	 die Richter Landau   Müller   Maidowski  	Landau, Müller, Maidowski	Landau, Müller, Maidowski	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2014/10/rk20141014_2bvr234314.html;jsessionid=903CC26005153EF3909C3CE2F25269A9.2_cid393
3554	3553	1BvR381/10	08.12.2010	1	1	1	 den Vizepräsidenten Kirchhof die Richter Eichberger Masing  	Kirchhof, Eichberger, Masing	Kirchhof, Eichberger, Masing	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/12/rk20101208_1bvr038110.html;jsessionid=F5B41C3509EEB8C57827659AA0010C51.2_cid370
3555	3554	2BvR624/12	15.10.2015	2	3	3	 die Richter Huber   Müller   Maidowski  	Huber, Müller, Maidowski	Huber, Müller, Maidowski	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/10/rk20151015_2bvr062412.html;jsessionid=8F15718F7CE0E05E13F6654A23EC62E4.2_cid393
3556	3555	2BvR1209/01	04.10.2001	2	2	2	 den Richter Sommer die Richterin Osterloh den Richter Di Fabio  	Sommer, Osterloh, Di Fabio	Sommer, Osterloh, DiFabio	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/10/rk20011004_2bvr120901.html;jsessionid=E37E14790A6FEEB32B9A2869875D8A34.2_cid393
